date,close,high,low,open,volume
2022-09-29 09:15:00+05:30,17008.25,17021.4,16983.95,16993.6,0
2022-09-29 09:20:00+05:30,17009.8,17025.85,17005.85,17005.95,0
2022-09-29 09:25:00+05:30,16970.55,17016.9,16967.6,17011.3,0
2022-09-29 09:30:00+05:30,16984.25,16990.45,16956.55,16971.35,0
2022-09-29 09:35:00+05:30,16986.9,16989.9,16967.55,16983.85,0
2022-09-29 09:40:00+05:30,17003.8,17013.3,16986.1,16986.9,0
2022-09-29 09:45:00+05:30,17010.3,17016.25,17003.0,17003.0,0
2022-09-29 09:50:00+05:30,16993.35,17011.0,16989.4,17011.0,0
2022-09-29 09:55:00+05:30,16969.6,16998.4,16968.9,16993.8,0
2022-09-29 10:00:00+05:30,16975.2,16975.7,16953.5,16969.75,0
2022-09-29 10:05:00+05:30,16969.35,16986.45,16969.35,16975.85,0
2022-09-29 10:10:00+05:30,16989.55,16991.15,16966.35,16968.6,0
2022-09-29 10:15:00+05:30,16969.85,16990.15,16967.8,16990.1,0
2022-09-29 10:20:00+05:30,16956.75,16970.4,16955.05,16969.8,0
2022-09-29 10:25:00+05:30,16951.55,16966.5,16948.2,16956.8,0
2022-09-29 10:30:00+05:30,16943.15,16952.05,16939.4,16951.5,0
2022-09-29 10:35:00+05:30,16953.9,16954.55,16940.7,16942.35,0
2022-09-29 10:40:00+05:30,16941.35,16955.5,16940.25,16953.9,0
2022-09-29 10:45:00+05:30,16950.95,16954.1,16933.95,16942.2,0
2022-09-29 10:50:00+05:30,16968.95,16971.7,16950.0,16950.4,0
2022-09-29 10:55:00+05:30,16969.3,16976.85,16966.85,16969.4,0
2022-09-29 11:00:00+05:30,16945.45,16970.9,16943.05,16969.55,0
2022-09-29 11:05:00+05:30,16937.5,16947.2,16930.9,16946.05,0
2022-09-29 11:10:00+05:30,16929.1,16939.6,16924.8,16938.45,0
2022-09-29 11:15:00+05:30,16935.1,16935.7,16922.6,16929.55,0
2022-09-29 11:20:00+05:30,16937.55,16940.75,16932.25,16935.1,0
2022-09-29 11:25:00+05:30,16938.4,16940.4,16927.85,16937.5,0
2022-09-29 11:30:00+05:30,16931.2,16942.65,16927.55,16939.3,0
2022-09-29 11:35:00+05:30,16934.95,16942.2,16928.55,16931.05,0
2022-09-29 11:40:00+05:30,16924.35,16939.7,16923.05,16935.65,0
2022-09-29 11:45:00+05:30,16903.65,16924.45,16901.85,16924.3,0
2022-09-29 11:50:00+05:30,16897.95,16904.95,16889.5,16903.35,0
2022-09-29 11:55:00+05:30,16880.2,16898.25,16878.25,16898.25,0
2022-09-29 12:00:00+05:30,16891.2,16892.0,16872.4,16878.1,0
2022-09-29 12:05:00+05:30,16882.05,16896.75,16879.5,16890.55,0
2022-09-29 12:10:00+05:30,16894.55,16895.6,16878.25,16882.1,0
2022-09-29 12:15:00+05:30,16886.45,16899.4,16886.45,16894.3,0
2022-09-29 12:20:00+05:30,16896.45,16897.7,16878.85,16886.45,0
2022-09-29 12:25:00+05:30,16899.55,16911.65,16895.6,16896.35,0
2022-09-29 12:30:00+05:30,16879.5,16909.7,16874.7,16899.85,0
2022-09-29 12:35:00+05:30,16859.45,16879.9,16854.3,16879.6,0
2022-09-29 12:40:00+05:30,16870.85,16879.4,16851.05,16859.55,0
2022-09-29 12:45:00+05:30,16854.3,16871.8,16852.3,16871.45,0
2022-09-29 12:50:00+05:30,16838.75,16854.25,16830.05,16853.9,0
2022-09-29 12:55:00+05:30,16838.7,16843.45,16831.15,16839.2,0
2022-09-29 13:00:00+05:30,16832.25,16840.15,16819.85,16838.55,0
2022-09-29 13:05:00+05:30,16814.2,16832.75,16804.4,16832.2,0
2022-09-29 13:10:00+05:30,16816.25,16827.75,16805.45,16814.8,0
2022-09-29 13:15:00+05:30,16816.5,16828.1,16808.45,16815.05,0
2022-09-29 13:20:00+05:30,16795.95,16818.55,16788.95,16816.6,0
2022-09-29 13:25:00+05:30,16818.8,16822.75,16794.85,16794.85,0
2022-09-29 13:30:00+05:30,16826.05,16829.95,16799.4,16818.6,0
2022-09-29 13:35:00+05:30,16844.5,16849.8,16823.8,16825.0,0
2022-09-29 13:40:00+05:30,16826.3,16845.4,16824.15,16844.6,0
2022-09-29 13:45:00+05:30,16836.05,16837.1,16814.25,16825.3,0
2022-09-29 13:50:00+05:30,16839.85,16849.8,16834.05,16835.95,0
2022-09-29 13:55:00+05:30,16812.5,16848.9,16811.8,16839.7,0
2022-09-29 14:00:00+05:30,16829.15,16829.15,16798.25,16814.25,0
2022-09-29 14:05:00+05:30,16820.45,16831.65,16813.65,16828.3,0
2022-09-29 14:10:00+05:30,16834.2,16835.75,16817.5,16820.7,0
2022-09-29 14:15:00+05:30,16831.25,16836.1,16823.45,16833.55,0
2022-09-29 14:20:00+05:30,16815.3,16832.9,16815.3,16830.95,0
2022-09-29 14:25:00+05:30,16839.25,16839.7,16812.45,16815.0,0
2022-09-29 14:30:00+05:30,16850.55,16853.45,16824.55,16839.85,0
2022-09-29 14:35:00+05:30,16874.35,16874.9,16849.85,16850.45,0
2022-09-29 14:40:00+05:30,16875.65,16883.5,16865.25,16875.25,0
2022-09-29 14:45:00+05:30,16850.35,16880.8,16849.6,16874.85,0
2022-09-29 14:50:00+05:30,16855.95,16861.3,16842.3,16849.9,0
2022-09-29 14:55:00+05:30,16848.5,16857.95,16847.2,16855.85,0
2022-09-29 15:00:00+05:30,16812.85,16852.8,16808.8,16846.75,0
2022-09-29 15:05:00+05:30,16792.25,16812.85,16791.9,16812.85,0
2022-09-29 15:10:00+05:30,16830.05,16831.15,16792.05,16792.75,0
2022-09-29 15:15:00+05:30,16820.5,16834.25,16818.2,16830.45,0
2022-09-29 15:20:00+05:30,16825.65,16829.2,16810.6,16819.9,0
2022-09-29 15:25:00+05:30,16842.9,16850.7,16810.45,16824.85,0
